"","OBJECTID","CMM","CM","TYPE_","NIVEAU","GISEMENT","TRANCHE","ZONE_","RAPPORT_MIN","MINR_PASSANT","X","Y","Z","PT","PP","BPL_B","RP","CO2_B","CAO_B","SIO2_B","FE2O3_B","AL2O3_B","F_B","CORG_B","NA2O_B","K2O_B","MGO_B","CD_B","U_B","AS_B","V_B","ZN_B","TI_B","TR_B","SR_B","CL_B","Mo_B","Cr_B","SIO2_L","MGO_L","CD_L","CO2_L","SO3_B","AS_L","CL_L","SIO2R_B","Th_B","ORDRE","OBS"
"751",751,"CMM100","CM959","MINERALURGIE","Niveau 8","G2","","","404","0","318980,7455","196128,6461","452,4421594","0","1,028277635","54,30162811","0","5,398457584","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17,13796058","0"
"753",753,"CMM92","CM1198","MINERALURGIE","Niveau 8","G2","","","404","0","313895,03","196871,3796","494,2502142","0","1,45672665","46,16966581","0","7,617823479","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17,13796058","0"
"756",756,"CMM101","CM1696","MINERALURGIE","Niveau 28","G2","","","405","0","314251,9623","197698,2177","479,1002571","0","4,841473865","47,48928877","0","8,971722365","0","7,849185947","0","0","0","0","0","0","3,23907455","16,28106255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"757",757,"CMM71","CM1697","MINERALURGIE","Niveau 28","G2","","","405","0","315124,2502","197686,3753","507,3007712","0","5,01285347","46,08397601","0","7,609254499","0","8,83461868","0","0","0","0","0","0","1,748071979","20,5655527","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"759",759,"CMM73","CM1699","MINERALURGIE","Niveau 28","G2","","","405","0","315552,6992","196943,4447","481,1996572","0","4,584404456","45,26992288","0","7,994858612","0","6,906598115","0","0","0","0","0","0","1,670951157","17,13796058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"760",760,"CMM62","CM1701","MINERALURGIE","Niveau 28","G2","","","405","0","312982,0051","196944,2759","467,3521851","0","4,41302485","39,28877464","0","7,754927164","0","8,877463582","0","0","0","0","0","0","2,279348757","11,13967438","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"762",762,"CMM95","CM1723","MINERALURGIE","Niveau 28","G2","","","405","0","316405,7412","195448,2434","631,4395887","0","6,512425021","44,97857755","0","10,07712082","0","9,682947729","0","0","0","0","0","0","1,028277635","17,13796058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"763",763,"CMM102","CM55","MINERALURGIE","Niveau 28","G2","","","405","0","317266,4953","197686,3753","476,0154242","0","6,512425021","43,98457584","0","6,238217652","0","11,81662382","0","0","0","0","0","0","1,431019709","21,42245073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"764",764,"CMM67","CM56","MINERALURGIE","Niveau 28","G2","","","405","0","316845,9212","197695,904","477,2065124","0","5,398457584","45,62982005","0","9,297343616","0","7,437874893","0","0","0","0","0","0","2,784918595","12,85347044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"765",765,"CMM77","CM57","MINERALURGIE","Niveau 28","G2","","","405","0","315766,9237","197315,3299","477,2150814","0","4,498714653","44,31876607","0","8,114824336","0","7,506426735","0","0","0","0","0","0","2,622107969","17,99485861","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"767",767,"CMM103","CM60","MINERALURGIE","Niveau 28","G2","","","405","0","318550,5484","196938,3548","460,7283633","0","6,298200514","47,86632391","0","8,466152528","0","7,686375321","0","0","0","0","0","0","2,030848329","14,5672665","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"768",768,"CMM96","CM61","MINERALURGIE","Niveau 28","G2","","","405","0","316409,5973","196944,2845","471,756641","0","4,841473865","45,52699229","0","7,93487575","0","8,628963153","0","0","0","0","0","0","2,185089974","23,13624679","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"769",769,"CMM79","CM62","MINERALURGIE","Niveau 28","G2","","","405","0","315766,9237","196573,2476","469,9228792","0","5,098543273","45,50128535","0","7,489288775","0","9,734361611","0","0","0","0","0","0","1,46529563","16,28106255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"772",772,"CMM105","CM65","MINERALURGIE","Niveau 28","G2","","","405","0","318551,8423","196202,1937","448,8346187","0","6,083976007","43,41045416","0","8,80891174","0","8,654670094","0","0","0","0","0","0","2,793487575","16,28106255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"773",773,"CMM106","CM66","MINERALURGIE","Niveau 28","G2","","","405","0","317694,9443","196202,1937","449,8286204","0","6,940874036","42,39931448","0","9,520137104","0","6,906598115","0","0","0","0","0","0","0,394173093","7,712082262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"775",775,"CMM84","CM73","MINERALURGIE","Niveau 28","G2","","","405","0","316202,0823","195832,3393","455,6983719","0","6,555269923","43,23907455","0","9,074550129","0","8,560411311","0","0","0","0","0","0","1,550985433","22,27934876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"777",777,"CMM86","CM75","MINERALURGIE","Niveau 28","G2","","","405","0","317909,1688","195831,1482","444,2330763","0","5,055698372","40,0856898","0","7,506426735","0","8,294772922","0","0","0","0","0","0","0,334190231","23,13624679","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"778",778,"CMM87","CM77","MINERALURGIE","Niveau 28","G2","","","405","0","318766,0668","195831,1482","450,2399314","0","6,426735219","47,53213368","0","8,423307626","0","7,437874893","0","0","0","0","0","0","0,394173093","41,1311054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"779",779,"CMM98","CM79","MINERALURGIE","Niveau 28","G2","","","405","0","318123,3933","195460,1028","444,4644387","0","6,812339332","45,85261354","0","8,843187661","0","7,969151671","0","0","0","0","0","0","1,268209083","17,99485861","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"780",780,"CMM107","CM868","MINERALURGIE","Niveau 28","G2","","","405","0","318415,0386","196725,4327","458,1833762","0","6,426735219","44,96143959","0","8,131962296","0","7,026563839","0","0","0","0","0","0","1,962296487","5,998286204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"783",783,"CMM91","CM961","MINERALURGIE","Niveau 28","G2","","","405","0","317834,5416","195445,527","446,6152528","0","7,326478149","43,44473008","0","9,811482434","0","7,66066838","0","0","0","0","0","0","0,377035133","14,5672665","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45,41559554","0"
"785",785,"CMM71","CM1697","MINERALURGIE","Niveau 20","G2","","","403","0","315124,2502","197686,3753","507,3007712","0","0,771208226","64,80719794","0","4,070265638","0","1,876606684","0","0","0","0","0","0","0,188517566","21,42245073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"786",786,"CMM73","CM1699","MINERALURGIE","Niveau 20","G2","","","403","0","315552,6992","196943,4447","481,1996572","0","0,899742931","62,94772922","0","4,550128535","0","1,722365039","0","0","0","0","0","0","0,265638389","6,855184233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"788",788,"CMM74","CM1719","MINERALURGIE","Niveau 20","G2","","","403","0","313410,6084","196202,4507","479,2973436","0","0,59982862","64,14738646","0","4,395886889","0","1,328191945","0","0","0","0","0","0","0,231362468","7,712082262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"789",789,"CMM44","CM1720","MINERALURGIE","Niveau 20","G2","","","403","0","314267,3522","196202,1765","480,454156","0","0,985432734","64,31019709","0","4,095972579","0","1,670951157","0","0","0","0","0","0","0,239931448","5,141388175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"790",790,"CMM75","CM1721","MINERALURGIE","Niveau 20","G2","","","403","0","315124,2502","196202,1765","472,3479006","0","0,642673522","62,45072836","0","3,770351328","0","2,305055698","0","0","0","0","0","0","0,30848329","5,998286204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"791",791,"CMM76","CM1722","MINERALURGIE","Niveau 20","G2","","","403","0","315991,9623","196196,9837","462,5792631","0","0,385604113","63,3933162","0","3,916023993","0","1,542416452","0","0","0","0","0","0","0,248500428","6,855184233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"792",792,"CMM17","CM1724","MINERALURGIE","Niveau 20","G2","","","403","0","315552,545","195446,9409","455,3898886","0","0,899742931","63,67609254","0","4,190231362","0","2,210796915","0","0","0","0","0","0","0,257069409","10,28277635","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"793",793,"CMM59","CM1725","MINERALURGIE","Niveau 20","G2","","","403","0","313838,9032","195460,0771","471,9965724","0","0,771208226","60","0","3,316195373","0","4,961439589","0","0","0","0","0","0","0,248500428","11,13967438","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"794",794,"CMM109","CM1733","MINERALURGIE","Niveau 20","G2","","","403","0","315981,1482","194717,9777","450,6426735","0","0,685518423","64,31019709","0","4,190231362","0","1,1739503","0","0","0","0","0","0","0,205655527","5,141388175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"795",795,"CMM110","CM1734","MINERALURGIE","Niveau 20","G2","","","403","0","317694,9443","194717,3008","440,6426735","0","0,985432734","63,67609254","0","4,550128535","0","2,330762639","0","0","0","0","0","0","0,231362468","5,141388175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"796",796,"CMM78","CM59","MINERALURGIE","Niveau 20","G2","","","403","0","316195,3728","197315,3299","488,5689803","0","0,771208226","60,95972579","0","3,196229649","0","3,924592973","0","0","0","0","0","0","0,205655527","3,427592117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"797",797,"CMM79","CM62","MINERALURGIE","Niveau 20","G2","","","403","0","315766,9237","196573,2476","469,9228792","0","0,942587832","63,58183376","0","4,035989717","0","2,844901457","0","0","0","0","0","0","0,222793488","9,42587832","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"798",798,"CMM80","CM63","MINERALURGIE","Niveau 20","G2","","","403","0","316626,1697","196583,419","468,9888603","0","0,899742931","61,79948586","0","3,701799486","0","2,887746358","0","0","0","0","0","0","0,265638389","20,5655527","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"799",799,"CMM82","CM70","MINERALURGIE","Niveau 20","G2","","","403","0","316409,5973","196202,1937","471,1568123","0","0,711225364","62,38217652","0","4,250214225","0","1,816623822","0","0","0","0","0","0","0,265638389","5,998286204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"801",801,"CMM85","CM74","MINERALURGIE","Niveau 20","G2","","","403","0","317052,2708","195831,1482","461,0539846","0","0,899742931","60,23136247","0","3,916023993","0","3,24764353","0","0","0","0","0","0","0,29991431","7,712082262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"803",803,"CMM89","CM81","MINERALURGIE","Niveau 20","G2","","","403","0","316838,2519","195460,0343","452,3650386","0","0,985432734","63,17909169","0","4,730077121","0","1,808054841","0","0","0","0","0","0","0,265638389","15,42416452","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"806",806,"CMM112","CM85","MINERALURGIE","Niveau 20","G2","","","403","0","317052,2708","195089,0574","447,377892","0","0,514138817","62,2193659","0","3,376178235","0","4,027420737","0","0","0","0","0","0","0,29134533","4,284490146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"807",807,"CMM113","CM86","MINERALURGIE","Niveau 20","G2","","","403","0","318337,6178","195089,0574","449,6315338","0","0,899742931","62,50214225","0","3,796058269","0","2,116538132","0","0","0","0","0","0","0,214224507","9,42587832","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"809",809,"CMM115","CM791","MINERALURGIE","Niveau 20","G2","","","403","0","319401,0968","195865,3385","454,4130249","0","0,771208226","63,01628106","0","3,256212511","0","3,059125964","0","0","0","0","0","0","0,231362468","4,284490146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"810",810,"CMM90","CM879","MINERALURGIE","Niveau 20","G2","","","403","0","316594,9614","195912,3308","458,5261354","0","0,942587832","62,42502142","0","4,190231362","0","1,593830334","0","0","0","0","0","0","0,334190231","5,141388175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"812",812,"CMM93","CM1201","MINERALURGIE","Niveau 20","G2","","","403","0","314771,8937","195377,635","476,3581834","0","0,59982862","62,61353899","0","4,095972579","0","3,693230506","0","0","0","0","0","0","0,214224507","5,998286204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"813",813,"CMM116","CM1202","MINERALURGIE","Niveau 20","G2","","","403","0","313039,3316","195440,1885","462,4421594","0","0,728363325","62,99057412","0","4,070265638","0","1,988003428","0","0","0","0","0","0","0,274207369","8,568980291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"814",814,"CMM117","CM921","MINERALURGIE","Niveau 20","G2","","","403","0","319347,515","195436,3839","446,6238218","0","1,45672665","55,35561268","0","5,569837189","0","3,693230506","0","0","0","0","0","0","0,342759212","11,13967438","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"815",815,"CMM118","CM836","GEOCHIMIE","Niveau 1","G3","T2","","0","0","309757,6864","211117,9177","595,3041988","0,342759212","0,342759212","52,85347044","77,38646101","3,024850043","0","13,26478149","0","0","0","0","0","0","0,30848329","2,570694087","87,40359897","8,568980291","0","0","0","0","0","528,706084","0","0","0","0","0","0","0","0","0","0","0","5,998286204","0"
"817",817,"CMM120","CM838","GEOCHIMIE","Niveau 1","G3","T2","","0","0","309329,4516","211312,7506","597,4807198","0,29991431","0,29991431","55,56126821","56,52956298","3,676092545","0","10,31705227","0","0","0","0","0","0","0,248500428","5,141388175","81,40531277","6,855184233","0","0","0","0","0","196,2296487","0","0","0","0","0","0","0","0","0","0","0","5,998286204","0"
"818",818,"CMM121","CM840","GEOCHIMIE","Niveau 1","G3","T2","","0","0","308963,8218","208529,7258","574,327335","1,156812339","0,814053128","48,12339332","61,36246787","8,037703513","0","6,906598115","0","0","0","0","0","0","0,385604113","41,1311054","89,97429306","10,28277635","0","0","0","0","0","223,6503856","0","0","0","0","0","0","0","0","0","0","0","5,998286204","0"
"819",819,"CMM122","CM841","GEOCHIMIE","Niveau 1","G3","T1","","0","0","308890,5827","209213,8475","579,8628963","1,199657241","0,942587832","46,51242502","64,27592117","8,431876607","0","7,64353042","0","0","0","0","0","0","0,377035133","19,70865467","83,11910883","6,855184233","0","0","0","0","0","316,1953728","0","0","0","0","0","0","0","0","0","0","0","5,998286204","0"
"822",822,"CMM119","CM837","GEOCHIMIE","Niveau 21","G3","T2","","0","0","308956,0583","210819,3659","592,5792631","0,642673522","0,642673522","61,11396744","78,98886033","4,721508141","0","1,47386461","0","0","0","0","0","0","0,29991431","7,712082262","130,2485004","6,855184233","0","0","0","0","0","181,6623822","0","0","0","0","0","0","0","0","0","0","0","13,71036847","0"
"823",823,"CMM120","CM838","GEOCHIMIE","Niveau 21","G3","T2","","0","0","309329,4516","211312,7506","597,4807198","0,514138817","0,514138817","62,69922879","81,62810626","3,676092545","0","1,139674379","0","0","0","0","0","0","0,274207369","4,284490146","143,9588689","4,284490146","0","0","0","0","0","173,9502999","0","0","0","0","0","0","0","0","0","0","0","13,71036847","0"
"825",825,"CMM121","CM840","GEOCHIMIE","Niveau 21","G3","T2","","0","0","308963,8218","208529,7258","574,327335","0,59982862","0,59982862","62,69922879","78,31191088","3,307626392","0","1,199657241","0","0","0","0","0","0","0,257069409","6,855184233","147,386461","1,713796058","0","0","0","0","0","153,3847472","0","0","0","0","0","0","0","0","0","0","0","13,71036847","0"
"827",827,"CMM125","CM842","GEOCHIMIE","Niveau 21","G3","T2","","0","0","309965,347","208915,03","575,7497858","0,771208226","0,771208226","58,99742931","72,61353899","3,796058269","0","1,739502999","0","0","0","0","0","0","0,257069409","4,284490146","135,3898886","7,712082262","0","0","0","0","0","153,3847472","0","0","0","0","0","0","0","0","0","0","0","13,71036847","0"
"828",828,"CMM123","CM1526","GEOCHIMIE","Niveau 21","G3","T2","","0","0","309372,108","208991,5938","577,1465296","0,642673522","0,642673522","62,29648672","80,29991431","3,564695801","42,03084833","1,876606684","0,179948586","0,325621251","3,436161097","0","0","0","0,325621251","6,855184233","130,2485004","7,712082262","183,3761782","269,9228792","0","0","757,4978578","0","0","0","0","0,197086547","0","0","0","0","0","0","0","13,71036847","0"
"829",829,"CMM118","CM836","GEOCHIMIE","Niveau 22","G3","T2","","0","0","309757,6864","211117,9177","595,3041988","0,342759212","0,342759212","53,50471294","69,84575835","8,174807198","0","1,662382177","0","0","0","0","0","0","0,274207369","23,99314482","97,68637532","4,284490146","0","0","0","0","0","341,0454156","0","0","0","0","0","0","0","0","0","0","0","11,13967438","0"
"830",830,"CMM120","CM838","GEOCHIMIE","Niveau 22","G3","T2","","0","0","309329,4516","211312,7506","597,4807198","0,128534704","0,128534704","54,59297344","62,69065981","7,36075407","0","2,262210797","0","0","0","0","0","0","0,342759212","25,70694087","101,1139674","5,998286204","0","0","0","0","0","272,4935733","0","0","0","0","0","0","0","0","0","0","0","11,13967438","0"
"833",833,"CMM125","CM842","GEOCHIMIE","Niveau 22","G3","T2","","0","0","309965,347","208915,03","575,7497858","0,128534704","0,128534704","54,09597258","63,93316195","3,967437875","0","6,615252785","0","0","0","0","0","0","0,437017995","4,284490146","106,2553556","14,5672665","0","0","0","0","0","177,377892","0","0","0","0","0","0","0","0","0","0","0","11,13967438","0"
"835",835,"CMM118","CM836","GEOCHIMIE","Niveau 5","G3","T2","","0","0","309757,6864","211117,9177","595,3041988","1,071122536","1,071122536","62,05655527","78,87746358","3,367609254","0","3,350471294","0","0","0","0","0","0","0,274207369","11,13967438","101,1139674","5,998286204","0","0","0","0","0","185,9468723","0","0","0","0","0","0","0","0","0","0","0","10,28277635","0"
"836",836,"CMM119","CM837","GEOCHIMIE","Niveau 5","G3","T2","","0","0","308956,0583","210819,3659","592,5792631","1,156812339","1,156812339","59,07455013","73,18766067","3,436161097","0","2,793487575","0","0","0","0","0","0","0,317052271","5,998286204","92,54498715","8,568980291","0","0","0","0","0","169,6658098","0","0","0","0","0","0","0","0","0","0","0","10,28277635","0"
"838",838,"CMM124","CM839","GEOCHIMIE","Niveau 5","G3","T2","","0","0","308665,0043","210008,6118","584,9014567","1,071122536","1,071122536","61,09682948","74,19880034","3,933161954","0","3,101970865","0","0","0","0","0","0","0,385604113","4,284490146","104,5415596","5,998286204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10,28277635","0"
"839",839,"CMM122","CM841","GEOCHIMIE","Niveau 5","G3","T1","","0","0","308890,5827","209213,8475","579,8628963","1,199657241","1,113967438","60,17994859","71,44815767","4,678663239","0","3,53041988","0","0","0","0","0","0","0,30848329","8,568980291","92,54498715","5,998286204","0","0","0","0","0","166,2382177","0","0","0","0","0","0","0","0","0","0","0","10,28277635","0"
"840",840,"CMM125","CM842","GEOCHIMIE","Niveau 5","G3","T2","","0","0","309965,347","208915,03","575,7497858","1,45672665","1,285347044","58,01199657","68,22622108","4,1302485","0","6,041131105","0","0","0","0","0","0","0,274207369","7,712082262","87,40359897","8,568980291","0","0","0","0","0","275,9211654","0","0","0","0","0","0","0","0","0","0","0","10,28277635","0"
"841",841,"CMM123","CM1526","GEOCHIMIE","Niveau 5","G3","T2","","0","0","309372,108","208991,5938","577,1465296","0,985432734","0,642673522","60,37703513","72,57926307","3,059125964","39,32305056","5,321336761","0,154241645","0,522707798","3,307626392","0","0","0","0,28277635","3,427592117","92,54498715","6,855184233","78,83461868","233,933162","0","0","500,428449","0","0","0","0","0,145672665","0","0","0","0","0","0","0","10,28277635","0"
"842",842,"CMM126","CM750","GEOCHIMIE","Niveau 23","G3","T1","","0","0","309757,6864","211117,9177","609,8200514","2,527849186","2,270779777","58,75749786","72,73350471","5,338474722","0","1,422450728","0","0","0","0","0","0","0,30848329","10,59125964","0","14,53299057","0","0","0","0","0","91,37960583","0","0","0","0","0","0","0","0","0","0","0","20,5655527","0"
"843",843,"CMM127","CM751","GEOCHIMIE","Niveau 23","G3","T1","","0","0","308665,0043","210008,6118","581,7994859","2,442159383","1,885175664","57,47215081","70,14567266","5,561268209","0","2,553556127","0","0","0","0","0","0","0,522707798","10,63410454","0","11,70522708","0","0","0","0","0","121,4652956","0","0","0","0","0","0","0","0","0","0","0","20,5655527","0"
"844",844,"CMM128","CM752","GEOCHIMIE","Niveau 23","G3","T1","","0","0","309965,347","208915,03","592,622108","2,870608398","2,699228792","58,15766924","70,43701799","5,672664953","0","1,816623822","0","0","0","0","0","0","0,488431877","13,041988","0","9,605826907","0","0","0","0","0","245,7926307","0","0","0","0","0","0","0","0","0","0","0","20,5655527","0"
"845",845,"CMM129","CM754","GEOCHIMIE","Niveau 23","G3","T1","","0","0","308369,2202","208089,7772","565,5355613","2,527849186","2,270779777","53,53041988","69,94858612","7,317909169","0","2,450728363","0","0","0","0","0","0","0,385604113","25,36418166","0","6,401028278","0","0","0","0","0","136,1353899","0","0","0","0","0","0","0","0","0","0","0","20,5655527","0"
"846",846,"CMM130","CM258","GEOCHIMIE","Niveau 23","G3","T2","","0","0","309537,2494","209908,389","583,4190231","1,628106255","1,628106255","59,29734362","0","0","0","2,142245073","0","0","0","0","0","0","0","17,13796058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20,5655527","0"
"847",847,"CMM131","CM269","GEOCHIMIE","Niveau 23","G3","T1","","0","0","309387,455","207056,4781","565,0642674","1,75664096","1,499571551","57,53213368","69,71722365","6,126820908","0","1,739502999","0","0","0","0","0","0","0,248500428","17,6520994","0","16,96658098","0","0","0","0","0","122,8791774","0","0","0","0","0","0","0","0","0","0","0","20,5655527","0"
"848",848,"CMM132","CM1415","GEOCHIMIE","Niveau 23","G3","T2","","0","0","309328,6461","211894,4816","597,7292202","0,942587832","0,856898029","61,8680377","79,00599829","3,770351328","0","2,227934876","0","0","0","0","0","0","0","7,712082262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20,5655527","0"
"849",849,"CMM123","CM1526","GEOCHIMIE","Niveau 23","G3","T2","","0","0","309372,108","208991,5938","577,1465296","2,442159383","2,442159383","56,958012","75,72407883","6,520994002","44,27592117","2,63924593","0,257069409","0,608397601","3,076263925","0","0","0","0,317052271","21,01113967","120,874036","4,850042845","260,3770351","281,8337618","0","0","863,7360754","0","0","0","0","0,205655527","0","0","0","0","0","0","0","20,5655527","0"
"851",851,"CMM127","CM751","GEOCHIMIE","Niveau 8","G3","T1","","0","0","308665,0043","210008,6118","581,7994859","0,771208226","0,771208226","42,15938303","56,34104542","13,71036847","0","3,067694944","0","0","0","0","0","0","0,334190231","10,28277635","0","6,855184233","0","0","0","0","0","161,0968295","0","0","0","0","0","0","0","0","0","0","0","17,13796058","0"
"853",853,"CMM129","CM754","GEOCHIMIE","Niveau 8","G3","T1","","0","0","308369,2202","208089,7772","565,5355613","0,642673522","0,642673522","43,50471294","62,32219366","12,44215938","0","3,950299914","0","0","0","0","0","0","0,29991431","9,42587832","0","4,284490146","0","0","0","0","0","195,3727506","0","0","0","0","0","0","0","0","0","0","0","17,13796058","0"
"856",856,"CMM126","CM750","GEOCHIMIE","Niveau 29","G3","T1","","0","0","309757,6864","211117,9177","609,8200514","1,713796058","1,713796058","39,05741217","0","11,05398458","0","10,16281063","0","0","0","0","0","0","3,693230506","10,43701799","0","6,829477292","0","0","0","0","0","81,66238218","0","0","0","0","0","0","0","0","0","0","0","44,55869751","0"
"857",857,"CMM127","CM751","GEOCHIMIE","Niveau 29","G3","T1","","0","0","308665,0043","210008,6118","581,7994859","1,542416452","1,542416452","43,32476435","0","9,348757498","0","8,551842331","0","0","0","0","0","0","3,453299057","8,329048843","0","8,714652956","0","0","0","0","0","100,5912596","0","0","0","0","0","0","0","0","0","0","0","44,55869751","0"
"859",859,"CMM133","CM753","GEOCHIMIE","Niveau 29","G3","T1","","0","0","309501,4225","208686,5724","576,1439589","2,185089974","2,185089974","41,0882605","52,97343616","11,39674379","33,22193659","10,49700086","0,522707798","1,739502999","2,253641817","0","0","0","3,967437875","6,589545844","136,3496144","5,227077978","112,6735219","232,7249357","0","0","668,8174807","0","0","0","0","1,148243359","0","0","0","0","0","0","0","44,55869751","0"
"860",860,"CMM129","CM754","GEOCHIMIE","Niveau 29","G3","T1","","0","0","308369,2202","208089,7772","565,5355613","2,270779777","2,270779777","43,6075407","0","8,83461868","0","7,472150814","0","0","0","0","0","0","4,078834619","9,023136247","0","8,568980291","0","0","0","0","0","148,5347044","0","0","0","0","0","0","0","0","0","0","0","44,55869751","0"
"862",862,"CMM126","CM750","GEOCHIMIE","Niveau 26","G3","T1","","0","0","309757,6864","211117,9177","609,8200514","1,585261354","1,585261354","40,39417309","0","11,63667524","0","6,975149957","0","0","0","0","0","0","4,044558698","15,14995716","0","7,712082262","0","0","0","0","0","90,46272494","0","0","0","0","0","0","0","0","0","0","0","30,84832905","0"
"863",863,"CMM127","CM751","GEOCHIMIE","Niveau 26","G3","T1","","0","0","308665,0043","210008,6118","581,7994859","1,628106255","1,628106255","34,92716367","0","13,479006","0","5,749785775","0","0","0","0","0","0","5,501285347","20,6083976","0","7,866323907","0","0","0","0","0","98,83461868","0","0","0","0","0","0","0","0","0","0","0","30,84832905","0"
"864",864,"CMM128","CM752","GEOCHIMIE","Niveau 26","G3","T1","","0","0","309965,347","208915,03","592,622108","1,842330763","1,842330763","38,44044559","0","13,6503856","0","6,666666667","0","0","0","0","0","0","4,935732648","24,83290488","0","10,0856898","0","0","0","0","0","264,2844901","0","0","0","0","0","0","0","0","0","0","0","30,84832905","0"
"865",865,"CMM133","CM753","GEOCHIMIE","Niveau 26","G3","T1","","0","0","309501,4225","208686,5724","576,1439589","1,542416452","1,542416452","42,20222793","58,23479006","10,24850043","37,15509854","7,086546701","0,565552699","1,388174807","2,322193659","0","0","0","4,010282776","20,28277635","120,2227935","6,118251928","159,9657241","271,7737789","0","0","734,6529563","0","0","0","0","1,336760925","0","0","0","0","0","0","0","30,84832905","0"
"867",867,"CMM131","CM269","GEOCHIMIE","Niveau 26","G3","T1","","0","0","309387,455","207056,4781","565,0642674","2,35646958","2,270779777","37,0008569","0","12,97343616","0","5,758354756","0","0","0","0","0","0","3,564695801","26,58097686","0","8,457583548","0","0","0","0","0","122,3136247","0","0","0","0","0","0","0","0","0","0","0","30,84832905","0"
